strain	date	country	region	clade_membership	author	accession	location	database
hRSV-A-HCV10748	2022-10-24	USA	North America	A.D.1	Lauring,A.S.,Papalambros,L.K.	OR915756		
hRSV-A-HCV11149	2022-11-03	USA	North America	A.D.1	Lauring,A.S.,Papalambros,L.K.	OR915734		
hRSV-A-HS15907	2022-10-22	USA	North America	A.D.1	Lauring,A.S.,Papalambros,L.K.	PP903812		
hRSV-A-HS16004	2022-11-07	USA	North America	A.D.1	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882985		
hRSV-A-HS16001	2022-11-04	USA	North America	A.D.1	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882981		
hRSV/A/Germany/21-07063/2021	2021-09-10	Germany	Europe	A.D.1	Kondgen,S.,Reiche,J.	OR795418		
WA-UW-26146	2023-12-08	USA	North America	A.D.1	Roychoudhury,P.,Xie,X.,Sereewit,J.,Ellis,S.,Greninger,A.	PP530274		
011-0047	2023-12-15	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ762761		
031-0008	2023-12-03	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ762882		
031-0028	2023-11-02	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ762897		
RSV/Human/USA/MA-Broad_MGB-13815/2022	2022-07-27	USA	North America	A.D.1.5	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ171906		
RSV-A/human/USA/MA-Broad_MGH-21387/2023	2023-11-10	USA	North America	A.D.1.5	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178365		
RSV-A/human/USA/MA-Broad_MGH-16051/2023	2023-11-01	USA	North America	A.D.1.5	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178627		
hRSV-A-G43R52K0	2023-12-18	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP781420		
hRSV-A-G43R52G7	2023-12-14	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP781417		
hRSV-A-G43Q62U5	2023-05-16	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882986		
hRSV-A-G43R03M8	2023-10-02	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP270253		
ASU102724	2022-12-26	USA	North America	A.D.1.5	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143187		
RSV-A/human/USA/OR-S23816/2023	2023-01-01	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522529	Multnomah County OR	
HRSV/A/Argentina/PAIS-ALM/5/2023_05_15	2023-05-15	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610209		
HRSV/A/Argentina/PAIS-ALM/8/2023_05_22	2023-05-22	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610206		
WA-UW-49684	2024-01-04	USA	North America	A.D.1.5	Roychoudhury,P.,Xie,X.,Sereewit,J.,Ellis,S.,Greninger,A.	PQ390732		
2401V210003	2024-01-20	France	Europe	A.D.1.5	Caillault,A.,Fourati,S.	PQ899853		
2401V260241	2024-01-26	France	Europe	A.D.1.5	Caillault,A.,Fourati,S.	PQ899856		
2401V210035	2024-01-21	France	Europe	A.D.1.5	Caillault,A.,Fourati,S.	PQ899854		
hRSV-A-G43R87Z4	2024-02-05	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP781418		
hRSV-A-G43R40P0	2023-11-28	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP270271		
HRSV/A/Argentina/PAIS-ALM/35/2023_06_11	2023-06-11	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610207		
WA-UW-29247	2023-11-29	USA	North America	A.D.1.5	Roychoudhury,P.,Xie,X.,Sereewit,J.,Ellis,S.,Greninger,A.	PP530267		
HRSV/A/USA/TX-HOU-215558/2023	2023-11-02	USA	North America	A.D.1.5	Avadhanula,V.,Sahni,L.,Surathu,A.,Javornik Cregeen,S.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP882664		
hRSV-A-G43R21J4	2023-10-23	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP270251		
ASU102693	2023-02-01	USA	North America	A.D.1.5	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143166		
ASU102704	2023-02-01	USA	North America	A.D.1.5	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143171		
035-0024	2023-12-02	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ762938		
HRSV/A/Argentina/PAIS-ALM/29/2023_06_23	2023-06-23	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610208		
HRSV/A/Argentina/PAIS-ALM/36/2023_06_15	2023-06-15	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610205		
HRSV/A/Argentina/PAIS-ALM/16/2023_05_23	2023-05-23	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610203		
HRSV/A/Argentina/PAIS-ALM/30/2023_06_04	2023-06-04	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610204		
RSV-A/MX/UANL-92777/2023	2023-12-04	Mexico	North America	A.D.1.5	Ruiz-Higareda,A.F.,Garza-Cabello,J.C.,Galan-Huerta,K.A.,Rivas-Estilla,A.M.,Nuzzolo-Shihadeh,L.M.,Hernandez-Balboa,C.L.,Bocanegra-Ibarias,P.,Camacho-Ortiz,A.	PP790963		
hRSV-A-G43R51P6	2023-12-05	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP781388		
RSV-A/human/USA/WA-S24915/2024	2024-01-31	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP495853	King County WA	
WA-SCH-9709316	2024-01-11	USA	North America	A.D.1.5	Roychoudhury,P.,Klein,E.J.,Strelitz,B.,Grioni,H.,Moline,H.L.,Tannis,A.,Ellis,S.E.,Xie,H.,Kong,K.,Sereewit,J.,Greninger,A.,Englund,J.A.	PP770471		
011-0045	2023-12-14	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ762759		
039-0008	2023-11-24	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ763158		
hRSV-A-G43R83P6	2024-02-02	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP781403		
RSV - A/B	2023-11-23	Switzerland	Europe	A.D.1.5		m2-zwqknf	GE	ReVSeq
RSV - A/B_70op73	2023-11-24	Switzerland	Europe	A.D.1.5		m2-3fLBSP	SO	ReVSeq
HRSV/A/Argentina/PAIS-ALM/15/2023_05_22	2023-05-22	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610198		
HRSV/A/Argentina/PAIS-ALM/2/2023_05_12	2023-05-12	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610197		
HRSV/A/Argentina/PAIS-ALM/11/2023_05_29	2023-05-29	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610200		
HRSV/A/Argentina/PAIS-ALM/32/2023_05_11	2023-05-11	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610202		
MN-MDH-RSVA-00681	2024-03-17	USA	North America	A.D.1.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP934463		
HRSV/A/Argentina/PAIS-ALM/3/2023_05_17	2023-05-17	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610201		
HRSV/A/Argentina/PAIS-ALM/33/2023_05_27	2023-05-27	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610199		
HRSV/A/Argentina/PAIS-ALM/17/2023_05_25	2023-05-25	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610196		
hRSV-A-G43R62V3	2023-12-28	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP781402		
hRSV-A-G43R14S8	2023-10-24	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP270232		
hRSV-A-G43R43W5	2023-12-06	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP270274		
MN-MDH-RSVA-00689	2024-04-02	USA	North America	A.D.1.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP934471		
MN-MDH-RSVA-01005	2024-03-19	USA	North America	A.D.1.5	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762509		
MN-MDH-RSVA-00737	2024-02-03	USA	North America	A.D.1.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957750		
MN-MDH-RSVA-01019	2024-05-04	USA	North America	A.D.1.5	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762523		
MN-MDH-RSVA-00157	2023-11-05	USA	North America	A.D.1.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386365		
hRSV-A-G43R32V3	2023-11-21	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP270231		
HRSV/A/USA/TX-HOU-215186/2023	2023-10-05	USA	North America	A.D.1.5	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP795133		
HRSV/A/USA/TX-HOU-215638/2023	2023-11-08	USA	North America	A.D.1.5	Avadhanula,V.,Sahni,L.,Surathu,A.,Javornik Cregeen,S.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP882665		
HRSV/A/USA/TX-HOU-217085/2024	2024-01-03	USA	North America	A.D.1.5	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP795159		
HRSV/A/USA/TX-HOU-215752/2023	2023-11-14	USA	North America	A.D.1.5	Avadhanula,V.,Sahni,L.,Surathu,A.,Javornik Cregeen,S.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP882666		
hRSV-A-G43R49A0	2023-12-12	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP270272		
hRSV-A-G43R72H2	2024-01-15	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP781383		
hRSV-A-G43R40V0	2023-12-02	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP270270		
RSV - A/B_2ztl8e	2024-03-12	Switzerland	Europe	A.D.1.5		m2-Ki8Aa3	AG	ReVSeq
HRSV/A/Argentina/PAISGONNET/8/2024-07-03	2024-07-03	Argentina	South America	A.D.1.5	Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.	PQ610195	La Plata	
2311V240025	2023-11-23	France	Europe	A.D.1.5	Caillault,A.,Fourati,S.	PQ899872		
2312V210204	2023-12-21	France	Europe	A.D.1.5	Caillault,A.,Fourati,S.	PQ899906		
H20-355-5990	2024-01-02	USA	North America	A.D.1.5	Rothstein,A.P.,Qiu,X.,Collins,S.,Muir,G.,Simas,A.,Sum,A.,Lu,B.,Cosca,B.,Girinathan,B.,Leeson,P.,Phillipson,C.W.,Plocik,A.,Simen,B.	PQ117649		
RSV-A/human/USA/MA-Broad_MGH-16427/2023	2023-12-08	USA	North America	A.D.1.5	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178285		
MN-MDH-RSVA-00286	2023-12-05	USA	North America	A.D.1.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP668172		
MN-MDH-RSVA-00392	2023-12-29	USA	North America	A.D.1.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709446		
030-0003	2023-11-28	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ762876		
030-0001	2023-11-28	France	Europe	A.D.1.5	Fourati,S.,Rameix Welti,M.-A.	PQ762875		
A19160808	2023-11-29	Ireland	Europe	A.D.1.5	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969992		
MN-MDH-RSVA-00890	2024-02-21	USA	North America	A.D.1.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978501		
hRSV/A/Panama/ICGES-355/2023	2023-10-13	Panama	North America	A.D.1.5	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618038		
HRSV/A/USA/TX-HOU-215695/2023	2023-11-10	USA	North America	A.D.1.5	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP795148		
hRSV-A-G43S14T0	2024-03-16	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP903809		
MN-MDH-RSVA-00923	2024-03-10	USA	North America	A.D.1.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978534		
MN-MDH-RSVA-00925	2024-03-11	USA	North America	A.D.1.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978536		
hRSV-A-G43S00U8	2024-02-29	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP781390		
hRSV-A-W13K21W8	2022-09-25	USA	North America	A.D.1.5	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872607		
hRSV-A-W13K35X7	2022-10-23	USA	North America	A.D.1.5	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872588		
hRSV-A-W13K31Y4	2022-10-16	USA	North America	A.D.1.5	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872637		
RSV-A/human/USA/WA-S24228/2023	2023-09-29	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR975306	King County WA	
RSV-A/human/USA/WA-S25731/2022	2022-12-23	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638682	King County WA	
HRSV/A/USA/TX-HOU-216870/2023	2023-12-14	USA	North America	A.D.1.5	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP795156		
HRSV/A/USA/TX-HOU-216989/2023	2023-12-22	USA	North America	A.D.1.5	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP795157		
HRSV/A/USA/TX-HOU-217541/2024	2024-01-19	USA	North America	A.D.1.5	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP795162		
hRSV-A-W13K24U0	2022-10-01	USA	North America	A.D.1.5	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872583		
hRSV-A-HCV11629	2022-11-15	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	OR915770		
hRSV-A-HS15990	2022-11-01	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882991		
hRSV-A-HS16074	2022-11-07	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883018		
hRSV-A-W13K17M0	2022-09-13	USA	North America	A.D.1.5	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872618		
hRSV-A-G43R99P3	2024-02-23	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP781426		
hRSV-A-G43R44N6	2023-12-06	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP270265		
hRSV-A-G43R60M2	2024-01-02	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP781425		
hRSV-A-G43R54D6	2023-12-22	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP781406		
hRSV-A-G43R62R9	2024-01-03	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP781378		
hRSV-A-G43R82R6	2024-01-30	USA	North America	A.D.1.5	Lauring,A.S.,Papalambros,L.K.	PP781385		
RSV-A/human/USA/WA-S25745/2022	2022-11-11	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638696	Snohomish County	
RSV-A/human/USA/MA-Broad_MGH-16480/2023	2023-12-11	USA	North America	A.D.1.5	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178448		
RSV-A/human/USA/MA-Broad_MGH-16563/2023	2023-12-10	USA	North America	A.D.1.5	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178372		
RSV-A/human/USA/WA-S25733/2022	2022-12-31	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638684	King County WA	
RSV-A/human/USA/WA-S25719/2022	2022-11-22	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638670	King County WA	
RSV-A/human/USA/WA-S25725/2022	2022-11-12	USA	North America	A.D.1.5	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638676	King County WA	
PP352349	2022-10-16	USA	North America	A.D.1.5	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352349		
PP352384	2022-12-01	USA	North America	A.D.1.5	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352384		
