strain	filter	kwargs
MH215607	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
GU048743	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HW270135	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EU240456	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV988752	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HM124505	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB251574	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ456584	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243150	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
ON461740	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KX829143	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HB384041	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY728349	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY632625	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229703	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ453068	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF639212	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY952340	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617407	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JF929836	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN728926	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY294863	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229487	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
ON461641	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ599203	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243609	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229635	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MK450214	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ312460	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF639258	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MZ004644	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY145262	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH482681	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JN974889	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB548220	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243297	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF612448	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HB384746	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ889818	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC351159	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KU320916	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB126611	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KX497061	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MT853582	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV988768	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY485256	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OQ383039	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
PP622433	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ452975	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
PQ424511	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243514	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
PP373622	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243144	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
ON461539	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN728912	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
FJ641096	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JX082178	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617633	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JN167040	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243639	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462660	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JQ309663	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN944064	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243624	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT191476	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
CS027654	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MK450224	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JQ825165	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ112307	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY632601	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC351147	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AM056035	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HG800634	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ529367	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC795606	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY216948	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MZ004611	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV988766	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH215597	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JF907719	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243345	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MZ004483	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF525616	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229641	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY632607	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY295970	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462573	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MK179424	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KJ635576	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY728311	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KF178991	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC351160	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB831633	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KJ131466	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF415642	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KU320904	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV986872	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY286157	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462678	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN178609	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY632578	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HB384052	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY296041	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT191434	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV988818	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DM090682	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243393	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MZ004557	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AF442513	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229600	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229580	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MK179412	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF521735	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243751	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462441	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
ON461593	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ529356	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JN831636	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF549623	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243689	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC795621	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462627	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
CQ840414	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ529313	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY632596	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JQ689393	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT191480	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617486	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MZ004601	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JX139017	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
GU048733	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KJ152591	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN728935	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229785	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617588	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243579	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT807519	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243435	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ889790	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV986929	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF409371	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN410891	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
